form	lemma	POS	morph
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
illi	ille	PROdem	Case=Dat|Numb=Sing|Gend=Com
apud	apud	PRE	MORPH=empty
Sigeum	Sigeum	NOMcom	Case=Acc|Numb=Sing
strongyla	strongylus	NOMcom	Case=Nom|Numb=Sing
servat	seruo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Plane	plane	ADV	Deg=Pos
postea	postea	ADV	Deg=Pos
miles	miles	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
necessitas	necessitas	NOMcom	Case=Nom|Numb=Sing
enim	enim2	CONcoo	MORPH=empty
reddidit	reddo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
sexum	sexus	NOMcom	Case=Acc|Numb=Sing
De	de	PRE	MORPH=empty
praelio	proelium	NOMcom	Case=Abl|Numb=Sing
sonuerat	sono1	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
nec	nec2	CONcoo	MORPH=empty
arma	arma	NOMcom	Case=Acc|Numb=Plur
longe	longe	ADV	Deg=Pos
Ipsum	ipse	PROdem	Case=Acc|Numb=Sing|Gend=MascNeut
inquit	inquio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
ferrum	ferrum	NOMcom	Case=Acc|Numb=Sing
virum	uir	NOMcom	Case=Acc|Numb=Sing
attrahit	attraho	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Ceterum	ceterum2	ADV	Deg=Pos
si	si2	CONsub	MORPH=empty
post	post2	PRE	Deg=Pos
incentivum	incentiuus	NOMcom	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
quoque	quoque	ADV	Deg=Pos
puellam	puella	NOMcom	Case=Acc|Numb=Sing
perseverasset	perseuero	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
potuit	possum1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
et	et2	CONcoo	MORPH=empty
nubere	nubo	VER	Mood=Inf|Tense=Pres|Voice=Act
Ecce	ecce	INJ	MORPH=empty
itaque	itaque	CONcoo	MORPH=empty
mutatio	mutatio	NOMcom	Case=Nom|Numb=Sing
Monstrum	monstrum	NOMcom	Case=Nom|Numb=Sing
equidem	equidem	ADV	Deg=Pos
geminum	geminus	ADJqua	Case=Nom|Numb=Sing|Gend=MascNeut|Deg=Pos
de	de	PRE	MORPH=empty
viro	uir	NOMcom	Case=Abl|Numb=Sing
femina	femina	NOMcom	Case=Nom|Numb=Sing
mox	mox	ADV	Deg=Pos
de	de	PRE	MORPH=empty
femina	femina	NOMcom	Case=Abl|Numb=Sing
vir	uir	NOMcom	Case=Nom|Numb=Sing
quando	quando3	CONsub	MORPH=empty
neque	neque	CONcoo	MORPH=empty
veritas	ueritas	NOMcom	Case=Nom|Numb=Sing
negari	nego	VER	Mood=Inf|Tense=Pres|Voice=Pass
debusset	debeo	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
neque	neque	CONcoo	MORPH=empty
fallacia	fallax	NOMcom	Case=Abl|Numb=Sing
confiteri	confiteor	VER	Mood=Inf|Tense=Pres|Voice=Dep
Uterque	uterque	PROind	Case=Nom|Numb=Sing|Gend=Masc
habitus	habitus1	NOMcom	Case=Gen|Numb=Sing
mutandi	muto2	VER	Case=Gen|Numb=Sing|Mood=Ger|Voice=Act
malus	malus3	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
alter	alter	PROind	Case=Nom|Numb=Sing|Gend=Masc
adversus	aduersus3	PRE	MORPH=empty
naturam	natura	NOMcom	Case=Acc|Numb=Sing
alter	alter	PROind	Case=Nom|Numb=Sing|Gend=Masc
contra	contra2	PRE	MORPH=empty
salutem	salus	NOMcom	Case=Acc|Numb=Sing
Turpius	turpiter	ADJqua	Case=Nom|Numb=Sing|Deg=Comp
adhuc	adhuc	ADV	Deg=Pos
libido	libido	NOMcom	Case=Nom|Numb=Sing
virum	uir	NOMcom	Case=Acc|Numb=Sing
cultu	cultus1	NOMcom	Case=Abl|Numb=Sing
transfiguravit	transfiguro	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
quam	quam1	ADVrel	MORPH=empty
aliqua	aliquis	PROind	Case=Nom|Numb=Sing|Gend=Fem
materna	maternus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem|Deg=Pos
formido	formido1	NOMcom	Case=Nom|Numb=Sing
tametsi	tametsi2	CONsub	MORPH=empty
adoratur	adoro	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
a	ab	PRE	MORPH=empty
vobis	uos	PROper	Case=Abl|Numb=Plur
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
erubescendus	erubesco	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Adj|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
scytalosagittipelliger	scytalosagiger	NOMcom	Numb=Sing|Deg=Pos
ille	ille	PROdem	Case=Nom|Numb=Sing|Gend=Masc
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
totam	totus	PROind	Case=Acc|Numb=Sing|Gend=Fem
epitheti	epithetus	NOMcom	Case=Gen|Numb=Sing
sui	suus	PROpos.ref	Case=Gen|Numb=Sing|Gend=MascNeut
sortem	sors	NOMcom	Case=Acc|Numb=Sing
cum	cum2	PRE	MORPH=empty
muliebri	muliebris	ADJqua	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos
cultu	cultus1	NOMcom	Case=Abl|Numb=Sing
compensavit	compenso	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Tantum	tantum1	PROdem	Numb=Sing|Deg=Pos
Lydiae	Lydia	NOMpro	Case=Gen|Numb=Sing
clanculariae	clancularia	NOMcom	Case=Gen|Numb=Sing
licuit	licet1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ut	ut4	CONsub	MORPH=empty
Hercules	Hercules	NOMpro	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
Omphale	Omphale	NOMpro	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
Omphale	Omphale	NOMpro	Case=Abl|Numb=Sing
in	in	PRE	MORPH=empty
Hercule	Hercules	NOMpro	Case=Abl|Numb=Sing
prostitueretur	prostituo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
Ubi	ubi1	ADVrel	MORPH=empty
Diomedes	Diomedes	NOMpro	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
cruenta	cruentus	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
praesepia	praesaepe	NOMcom	Case=Nom|Numb=Plur
ubi	ubi1	ADVrel	MORPH=empty
Busiris	Busiris	NOMpro	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
bustruaria	bustruaria	ADJqua	Case=Nom|Numb=Plur|Gend=Neut|Deg=Pos
altaria	altar	NOMcom	Case=Acc|Numb=Plur
ubi	ubi1	ADVrel	MORPH=empty
Geryon	Geryon	NOMpro	Case=Nom|Numb=Sing
ter	ter	ADJadv.mul	MORPH=empty
unus	unus	ADJcar	Case=Nom|Numb=Sing|Gend=Masc
Cerebris	cerebrum	NOMpro	Case=Nom|Numb=Plur
adhuc	adhuc	ADV	Deg=Pos
eorum	is	PROdem	Case=Gen|Numb=Plur|Gend=MascNeut
clava	claua	NOMcom	Case=Abl|Numb=Sing
foetere	foetus	ADV	MORPH=empty
malebat	malo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
cum	cum3	CONsub	MORPH=empty
unguentis	unguentum	NOMcom	Case=Abl|Numb=Plur
offenderetur	offendo	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Pass|Person=3
Vetus	uetus	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
iam	iam	ADV	Deg=Pos
Hydrae	Hydra	NOMpro	Case=Gen|Numb=Sing
Centaurorumque	Centaurus	NOMpro	Case=Gen|Numb=Plur
{Centaurorumque}	que	CON	MORPH=empty
sanguis	sanguis	NOMcom	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
sagittis	sagitta	NOMcom	Case=Abl|Numb=Plur
pumice	pumex	NOMcom	Case=Abl|Numb=Sing
spiculi	spiculum	NOMcom	Case=Gen|Numb=Sing
excludebatur	excludo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Pass|Person=3
insultante	insulto	VER	Case=Abl|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
luxuria	luxuria	NOMcom	Case=Abl|Numb=Sing
ut	ut4	CONsub	MORPH=empty
post	post2	PRE	MORPH=empty
monstra	monstrum	NOMcom	Case=Acc|Numb=Plur
transfixa	transfigo	VER	Case=Acc|Numb=Plur|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
coronam	corona	NOMcom	Case=Acc|Numb=Sing
forsitan	forsitan	ADV	Deg=Pos
suerent	suesco	VER	Numb=Plur|Mood=Sub|Tense=Impa|Voice=Act|Person=3
Ne	ne3	ADVneg	MORPH=empty
sobriae	sobrius	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
mulieris	mulier	NOMcom	Case=Gen|Numb=Sing
quidem	quidem	ADV	Deg=Pos
aut	aut	CONcoo	MORPH=empty
viraginis	uirago	NOMcom	Case=Gen|Numb=Sing
alicuius	aliquis	PROind	Case=Gen|Numb=Sing|Gend=Com
scapulae	scapula	NOMcom	Case=Nom|Numb=Plur
sub	sub	PRE	MORPH=empty
exuvias	exuuiae	NOMcom	Case=Acc|Numb=Plur
bestiae	bestia	NOMcom	Case=Nom|Numb=Plur
tantae	tantus	PROdem	Case=Gen|Numb=Plur|Gend=Fem
introire	introeo1	VER	Mood=Inf|Tense=Pres|Voice=Act
potuissent	possum1	VER	Numb=Plur|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
nisi	nisi	CONsub	MORPH=empty
diu	diu	ADV	Deg=Pos
mollitas	mollio	NOMcom	Case=Nom|Numb=Sing
et	et2	CONcoo	MORPH=empty
evigoratas	euigoratus	VER	Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
et	et2	CONcoo	MORPH=empty
exodoratas	exodoro	VER	Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Pass
quod	qui1	PROrel	Case=Acc|Numb=Sing|Gend=Neut
apud	apud	PRE	MORPH=empty
Omphalen	Omphales	NOMpro	Case=Acc|Numb=Sing
balsamo	balsamum	NOMcom	Case=Abl|Numb=Sing
aut	aut	CONcoo	MORPH=empty
telino	telinum	NOMcom	Case=Abl|Numb=Sing
spero	spero	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act
factum	facio	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
credo	credo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
et	et2	CONcoo	MORPH=empty
iubas	iuba	NOMcom	Case=Acc|Numb=Plur
pectinem	pecten	NOMcom	Case=Acc|Numb=Sing
passas	pando2	VER	Case=Acc|Numb=Plur|Gend=Fem|Mood=Par|Tense=Perf|Voice=Dep
ne	ne4	CONsub	MORPH=empty
cervicem	ceruix	NOMcom	Case=Acc|Numb=Sing
enervem	eneruis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
inureret	inuro	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
sciria	sciria	NOMcom	Case=Abl|Numb=Plur
leonina	leonina	NOMcom	Case=Abl|Numb=Sing|Deg=Pos
Hiatus	hiatus	VER	Case=Nom|Numb=Sing
crinibus	crinis	NOMcom	Case=Abl|Numb=Plur
infarsus	infarsus	ADJqua	Case=Nom|Numb=Sing|Gend=Masc|Deg=Pos
genuini	genuinus	ADJqua	Case=Gen|Numb=Sing|Gend=MascNeut
inter	inter	PRE	MORPH=empty
antias	antia	NOMcom	Case=Acc|Numb=Plur
adumbrati	adumbratus	ADJqua	Case=Gen|Numb=Sing|Gend=MascNeut
tota	totus	PROind	Case=Abl|Numb=Sing|Gend=Fem
oris	os?	NOMcom	Case=Gen|Numb=Sing
contumelia	contumelia	NOMcom	Case=Abl|Numb=Sing
mugiret	mugio	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
si	si2	CONsub	MORPH=empty
posset	possum1	VER	Numb=Sing|Mood=Sub|Tense=Impa|Voice=Act|Person=3
Nemaea	Nemaeus	ADJqua	Case=Nom|Numb=Sing|Gend=Fem
certe	certe	ADV	Deg=Pos
si	si2	CONsub	MORPH=empty
quis	quis2	PROind	Case=Nom|Numb=Sing|Gend=MascFem
loci	locus	NOMcom	Case=Gen|Numb=Sing
genius	genius	NOMcom	Case=Nom|Numb=Sing
ingemebat	ingemo	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
tunc	tunc	ADV	Deg=Pos
enim	enim2	CONcoo	MORPH=empty
se	sui1	PROref	Case=Acc|Numb=Sing
circumspexit	circumspicio	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
leonem	leo	NOMcom	Case=Acc|Numb=Sing
perdidisse	perdo	VER	Mood=Inf|Tense=Perf|Voice=Act
Qualis	qualis1	PROrel	Case=Nom|Numb=Sing|Gend=MascFem
ille	ille	PROdem	Case=Nom|Numb=Sing|Gend=Masc
Hercules	Hercules	NOMpro	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
serico	sericum	ADJqua	Case=Abl|Numb=Sing
Omphales	Omphales	NOMpro	Case=Nom|Numb=Sing
fuerit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Perf|Voice=Act|Person=3
iam	iam	ADV	Deg=Pos
Omphale	Omphale	NOMpro	Case=Acc|Numb=Sing
in	in	PRE	MORPH=empty
Herculis	Hercules	NOMpro	Case=Gen|Numb=Sing
scorto	scortum	NOMcom	Case=Abl|Numb=Sing
designata	designo	VER	Case=Acc|Numb=Sing|Gend=Neut|Mood=Par|Tense=Perf|Voice=Pass
descripsit	describo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Sed	sed	CONcoo	MORPH=empty
et	et1	ADV	Deg=Pos
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
ante	ante2	PRE	MORPH=empty
Tyrinthium	Tyrinthius	NOMpro	Case=Acc|Numb=Sing
accesserat	accedo1	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
pugil	pugil	NOMcom	Case=Nom|Numb=Sing
Cleomachus	Cleomachus	NOMpro	Case=Nom|Numb=Sing
post	post1	ADV	Deg=Pos
Olympiae	Olympia	NOMpro	Case=Gen|Numb=Sing
cum	cum3	CONsub	MORPH=empty
incredibile	incredibilis	ADJqua	Case=Acc|Numb=Sing|Gend=Neut|Deg=Pos
mutatu	muto2	VER	Case=Abl|Numb=Sing|Mood=SupUm|Voice=Act
de	de	PRE	MORPH=empty
masculo	masculus	NOMcom	Case=Abl|Numb=Sing|Deg=Pos
fluxisset	fluo	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
intra	intra2	PRE	MORPH=empty
cutem	cutis	NOMcom	Case=Acc|Numb=Sing
caesus	caedo	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
et	et2	CONcoo	MORPH=empty
ultra	ultra1	ADV	Deg=Pos
inter	inter	PRE	MORPH=empty
Fullones	Fullo	NOMpro	Case=Acc|Numb=Plur
iam	iam	ADV	Deg=Pos
Novianos	Nouianus	NOMpro	Case=Acc|Numb=Plur
coronandus	corono	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Adj|Voice=Pass
meritoque	merito	ADV	Gend=MascNeut|Deg=Pos
{meritoque}	que	CON	MORPH=empty
mimographo	mimographus	NOMcom	Case=Abl|Numb=Sing
Lentulo	Lentulus	NOMpro	Case=Abl|Numb=Sing
in	in	PRE	MORPH=empty
Catinensibus	Catinenses	NOMpro	Case=Abl|Numb=Plur
commemoratus	commemoro	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
utique	utique	ADV	Deg=Pos
sicut	sicut1	ADVrel	MORPH=empty
vestigia	uestigium	NOMcom	Case=Acc|Numb=Plur
cestuum	cestus	NOMcom	Case=Gen|Numb=Plur
viriis	uisia	NOMcom	Case=Dat|Numb=Plur
occupavit	occupo2	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
ita	ita	ADV	Deg=Pos
et	et2	CONcoo	Deg=Pos
endromidis	endromis	NOMcom	Case=Gen|Numb=Plur
solocem	solox	NOMcom	Case=Acc|Numb=Sing
aliqua	aliquis	PROind	Case=Acc|Numb=Plur|Gend=Neut
multicia	multicia	NOMcom	Case=Acc|Numb=Plur
synthesi	synthesis	NOMcom	Case=Gen|Numb=Sing
extrusit	extrudo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Physconem	Physcon	NOMpro	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
Sardanapalum	Sardanapalus	NOMpro	Case=Acc|Numb=Sing
tacendum	taceo	VER	Case=Nom|Numb=Sing|Gend=Neut|Mood=Adj|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
qui	qui1	PROrel	Case=Nom|Numb=Sing|Gend=Masc
nisi	nisi	CONsub	MORPH=empty
insignes	insignis	ADJqua	Case=Acc|Numb=Plur|Gend=MascFem|Deg=Pos
libidinum	libido	NOMcom	Case=Gen|Numb=Plur
alias	alius	PROind	Case=Acc|Numb=Plur|Gend=Fem
reges	rex	NOMcom	Case=Acc|Numb=Plur
nemo	nemo	PROind	Case=Nom|Numb=Sing
nosset	nosco	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
Tacendum	taceo	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Adj|Voice=Pass
autem	autem	CONcoo	MORPH=empty
ne	ne4	CONsub	MORPH=empty
quid	quis2	PROind	Case=Acc|Numb=Sing|Gend=Neut
et	et2	CONcoo	Deg=Pos
illi	ille	PROdem	Case=Nom|Numb=Sing|Gend=Masc
de	de	PRE	MORPH=empty
Caesaribus	Caesar	NOMpro	Case=Abl|Numb=Plur
quibusdam	quidam	PROind	Case=Abl|Numb=Plur|Gend=Com
vestris	uester	PROpos	Case=Abl|Numb=Plur|Gend=Com
obmussitent	obmussito	VER	Numb=Plur|Mood=Sub|Tense=Pres|Voice=Act|Person=3
pariter	pariter	ADV	Deg=Pos
propudiosis	propudiosus	ADJqua	Case=Abl|Numb=Plur|Gend=Com|Deg=Pos
ne	ne4	CONsub	MORPH=empty
caninae	caninus	ADJqua	Case=Gen|Numb=Sing|Gend=Fem|Deg=Pos
forte	forte	ADV	Deg=Pos
constantiae	constantia	NOMcom	Case=Gen|Numb=Sing
mandatum	mandatum	NOMcom	Case=Nom|Numb=Sing
sit	sum1	VER	Numb=Sing|Mood=Sub|Tense=Pres|Voice=Act|Person=3
impuriorem	impurus	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Comp
Physcone	Physcon	NOMpro	Case=Dat|Numb=Sing
et	et2	CONcoo	MORPH=empty
molliorem	mollis	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Comp
Sardanapalo	Sardanapalus	NOMpro	Case=Dat|Numb=Sing
Caesarem	Caesar	NOMpro	Case=Acc|Numb=Sing
designare	designo	VER	Mood=Inf|Tense=Pres|Voice=Act
et	et2	CONcoo	MORPH=empty
quidem	quidem	ADV	Deg=Pos
Subneronem	subnero	NOMpro	Case=Acc|Numb=Sing
Nectepidior	nectepidus	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
vis	uis	NOMcom	Case=Nom|Numb=Sing
vanae	uanus	ADJqua	Case=Dat|Numb=Sing|Gend=Fem|Deg=Pos
quoque	quoque	ADV	Deg=Pos
gloriae	gloria	NOMcom	Case=Gen|Numb=Sing
mutandis	muto2	VER	Case=Dat|Numb=Plur|Gend=Com|Mood=Adj|Voice=Pass
induviis	induuiae	NOMcom	Case=Dat|Numb=Plur
etiam	etiam	ADV	Deg=Pos
viro	uir	NOMcom	Case=Dat|Numb=Sing
salvo	saluus	ADJqua	Case=Dat|Numb=Sing|Gend=MascNeut|Deg=Pos
Calor	calor	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
omnis	omnis	PROind	Case=Nom|Numb=Sing|Gend=MascFem
affectus	affectus1	NOMcom	Case=Nom|Numb=Sing
verum	uerum4	CONcoo	MORPH=empty
cum	cum3	CONsub	MORPH=empty
in	in	PRE	MORPH=empty
affectationem	affectatio	NOMcom	Case=Acc|Numb=Sing
flabellatur	flabello	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Pass|Person=3
iam	iam	ADV	Deg=Pos
de	de	PRE	MORPH=empty
incendio	incendium	NOMcom	Case=Abl|Numb=Sing
gloriae	gloria	NOMcom	Case=Gen|Numb=Sing
ardor	ardor	NOMcom	Case=Nom|Numb=Sing
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Habes	habeo	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=2
igitur	igitur	CONcoo	MORPH=empty
ex	ex	PRE	MORPH=empty
isto	iste	PROdem	Case=Abl|Numb=Sing|Gend=MascNeut
fomite	fomitis	NOMcom	Case=Abl|Numb=Sing
aestuantem	aestuo	VER	Case=Acc|Numb=Sing|Gend=MascFem|Mood=Par|Tense=Pres|Voice=Act
magnum	magnus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut|Deg=Pos
regem	rex	NOMcom	Case=Acc|Numb=Sing
sola	solus	PROind	Case=Abl|Numb=Sing|Gend=Fem
gloria	gloria	NOMcom	Case=Abl|Numb=Sing
minorem	paruus2	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Comp
Vicerat	uinco	VER	Numb=Sing|Mood=Ind|Tense=Pqp|Voice=Act|Person=3
Medicam	medicus2	ADJqua	Case=Acc|Numb=Sing|Gend=Fem|Deg=Pos
gentem	gens	NOMcom	Case=Acc|Numb=Sing
et	et2	CONcoo	MORPH=empty
victus	uictus	NOMcom	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Pass
est	sum1	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Medica	medica?	ADJqua	Case=Abl|Numb=Sing|Deg=Pos
veste	uestis	NOMcom	Case=Abl|Numb=Sing
Triumphalem	triumphalis2	ADJqua	Case=Acc|Numb=Sing|Gend=MascFem|Deg=Pos
cataphracten	cataphractes	NOMcom	Case=Acc|Numb=Sing
amolitus	amolior	VER	Case=Nom|Numb=Sing|Gend=Masc|Mood=Par|Tense=Perf|Voice=Dep
in	in	PRE	MORPH=empty
captiva	captiuus1	NOMcom	Case=Abl|Numb=Sing|Gend=Neut|Deg=Pos
sarabara	sarabo	ADJqua	Case=Abl|Numb=Sing
decessit	decedo1	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
pectus	pectus	NOMcom	Case=Acc|Numb=Sing
squamarum	squama	NOMcom	Case=Gen|Numb=Plur
signaculis	signaculum	NOMcom	Case=Abl|Numb=Plur
disculptum	disculpo	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Pass
textu	textus	NOMcom	Case=Abl|Numb=Sing
pellucido	pellucidus	ADJqua	Case=Abl|Numb=Sing
tegendo	tego	VER	Case=Abl|Numb=Sing|Gend=MascNeut|Mood=Ger|Voice=Act
nudavit	nudo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
anhelum	anhelus	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut
adhuc	adhuc	ADV	Deg=Pos
ab	ab	PRE	MORPH=empty
opere	opus1	NOMcom	Case=Abl|Numb=Sing
belli	bellum	NOMcom	Case=Gen|Numb=Sing
et	et2	CONcoo	MORPH=empty
ut	ut4	CONsub	MORPH=empty
mollius	molliter	ADV	Deg=Comp
ventilante	uentilo	VER	Case=Abl|Numb=Sing|Gend=Com|Deg=Pos|Mood=Par|Tense=Pres|Voice=Act
serico	sericum	NOMcom	Case=Abl|Numb=Sing
extinxit	exstinguo	VER	Numb=Sing|Mood=Ind|Tense=Perf|Voice=Act|Person=3
Non	non	ADVneg	MORPH=empty
erat	sum1	VER	Numb=Sing|Mood=Ind|Tense=Impa|Voice=Act|Person=3
satis	satis1	ADJqua	Case=Ind|Deg=Pos
animi	animus	NOMcom	Case=Gen|Numb=Sing
tumens	tumeo	VER	Case=Nom|Numb=Sing|Gend=Com|Mood=Par|Tense=Pres|Voice=Act
Macedo	Macedo	ADJqua	Case=Nom|Numb=Sing|Gend=Com|Deg=Pos
ni	ni2	CONsub	MORPH=empty
illum	ille	PROdem	Case=Acc|Numb=Sing|Gend=Masc
etiam	etiam	ADV	Deg=Pos
vestis	uestis	NOMcom	Case=Nom|Numb=Sing
inflatior	inflatus2	ADJqua	Case=Nom|Numb=Sing|Gend=MascFem|Deg=Comp
delectasset	delecto	VER	Numb=Sing|Mood=Sub|Tense=Pqp|Voice=Act|Person=3
nisi	nisi	CONsub	MORPH=empty
quod	qui1	CONsub	Gend=Neut
et	et2	CONcoo	MORPH=empty
philosophi	philosophus1	NOMcom	Case=Gen|Numb=Plur
puto	puto	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
ipsi	ipse	PROdem	Case=Nom|Numb=Plur|Gend=Masc
aliquid	aliquis	PROind	Case=Acc|Numb=Sing|Gend=Neut
eiusmodi	eiusmodi	ADV	Deg=Pos
affectant	affecto	VER	Numb=Plur|Mood=Ind|Tense=Pres|Voice=Act|Person=3
Audio	audio	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Act|Person=1
enim	enim2	CONcoo	MORPH=empty
et	et2	CONcoo	MORPH=empty
in	in	PRE	MORPH=empty
purpura	purpura	NOMcom	Case=Abl|Numb=Sing
philosophatum	philosophor	VER	Case=Acc|Numb=Sing|Gend=MascNeut|Mood=Par|Tense=Perf|Voice=Dep
Si	si2	CONsub	MORPH=empty
philosophus	philosophus1	NOMcom	Case=Nom|Numb=Sing
in	in	PRE	MORPH=empty
purpura	purpura	NOMcom	Case=Abl|Numb=Sing
cur	cur	ADVint	MORPH=empty
non	non	ADVneg	MORPH=empty
et	et1	ADV	Deg=Pos
in	in	PRE	MORPH=empty
baxa	baxus	NOMcom	Case=Acc|Numb=Sing
Tyrium	Tyrius	ADJqua	Case=Acc|Numb=Sing|Gend=MascNeut
calciari	calceo	VER	MORPH=empty
nisi	nisi	CONsub	MORPH=empty
auro	aurum	NOMcom	Case=Abl|Numb=Sing
minime	parum2	ADV	Deg=Sup
Graecatur	graecor	VER	Numb=Sing|Mood=Ind|Tense=Pres|Voice=Dep|Person=3
Dicet	dico2	VER	Numb=Sing|Mood=Ind|Tense=Fut|Voice=Act|Person=3
Atquin	atqui	CONcoo	MORPH=empty
alius	alius	PROind	Case=Nom|Numb=Sing|Gend=Masc
et	et2	CONcoo	MORPH=empty
sericatus	serico	ADJqua	Case=Nom|Numb=Sing|Gend=Masc
et	et2	CONcoo	MORPH=empty
